Title,Tags,Source
"Daytime-Talk-Show Mixup Leads To 1,000-Pound- Man Makeover",ENTERTAINMENT,https://www.theonion.com/daytime-talk-show-mixup-leads-to-1-000-pound-man-makeo-1819566634
Starving Third World Masses Warned Against Evils Of Contraception,NEWS,https://www.theonion.com/starving-third-world-masses-warned-against-evils-of-con-1819566620
Least Healthy Fast-Food Items,TIME KILLERS,https://www.theonion.com/least-healthy-fast-food-items-1819587228
Zombie Nutritionist Recommends All-Brain Diet,NEWS,https://www.theonion.com/zombie-nutritionist-recommends-all-brain-diet-1819566596
8-Year-Old Can't Understand Why He Isn't Allowed On Roof,LOCAL,https://www.theonion.com/8-year-old-cant-understand-why-he-isnt-allowed-on-roof-1819566580
U.S. Fast-Food Chains Agree To Voluntary Cheese Limits,NEWS,https://www.theonion.com/u-s-fast-food-chains-agree-to-voluntary-cheese-limits-1819566560
Heimlich Demands Maneuver Royalties,NEWS IN BRIEF,https://www.theonion.com/heimlich-demands-maneuver-royalties-1819566551
Grandma Told 'Do Not Resuscitate' Means 'Low-Sodium Diet',NEWS IN PHOTOS,https://www.theonion.com/grandma-told-do-not-resuscitate-means-low-sodium-diet-1819587214
Fake-A-Wish Foundation Introduces Dying Child To Brett Favre Lookalike,NEWS IN BRIEF,https://www.theonion.com/fake-a-wish-foundation-introduces-dying-child-to-brett-1819566535
Grandfather's Place At Dinner Table Marked By Pills,NEWS IN PHOTOS,https://www.theonion.com/grandfathers-place-at-dinner-table-marked-by-pills-1819587208
Nation To Be Tested For Scoliosis Friday,NEWS,https://www.theonion.com/nation-to-be-tested-for-scoliosis-friday-1819566502
Area Man Thinking About Getting One Of Those All-Body Scans,NEWS IN BRIEF,https://www.theonion.com/area-man-thinking-about-getting-one-of-those-all-body-s-1819566479
Colonoscopy Offers Non-Fantastic Voyage Through Human Body,NEWS IN BRIEF,https://www.theonion.com/colonoscopy-offers-non-fantastic-voyage-through-human-b-1819566468
Man Blames Hangover On Everything But How Much He Drank,NEWS,https://www.theonion.com/man-blames-hangover-on-everything-but-how-much-he-drank-1819566447
Area Man Urinating Like It's The Best Thing Ever To Happen To Him,LOCAL,https://www.theonion.com/area-man-urinating-like-its-the-best-thing-ever-to-happ-1819566440
"Routine, Affordable Medical Procedure Put Off Another Year",NEWS IN BRIEF,https://www.theonion.com/routine-affordable-medical-procedure-put-off-another-y-1819566431
U.S. Children Getting Majority Of Antibiotics From McDonald's Meat,NEWS,https://www.theonion.com/u-s-children-getting-majority-of-antibiotics-from-mcdo-1819566417
The Organ-Donor Crisis,INFOGRAPHIC,https://www.theonion.com/the-organ-donor-crisis-1819587136
Genetically Modified Broccoli Shrieks Benefits At Shopper,NEWS IN BRIEF,https://www.theonion.com/genetically-modified-broccoli-shrieks-benefits-at-shopp-1819566345
March Named Breast Cancer Obliviousness Month,NEWS,https://www.theonion.com/march-named-breast-cancer-obliviousness-month-1819566341
Man Dies After Long And Painful Battle With Life,NEWS,https://www.theonion.com/man-dies-after-long-and-painful-battle-with-life-1819566265
"6,000 Runners Fail To Discover Cure For Breast Cancer",NEWS,https://www.theonion.com/6-000-runners-fail-to-discover-cure-for-breast-cancer-1819566244
Hot-Dog Craving Ends After First Bite,NEWS IN PHOTOS,https://www.theonion.com/hot-dog-craving-ends-after-first-bite-1819587086
Woman With Sore Throat Thinks It Might Be Anthrax,LOCAL,https://www.theonion.com/woman-with-sore-throat-thinks-it-might-be-anthrax-1819566210
Man Has Mixed Feelings About Having Disease Named After Him,LOCAL,https://www.theonion.com/man-has-mixed-feelings-about-having-disease-named-after-1819566135
Bush Vows To Wipe Out Prescription-Drug Addiction Among Seniors,POLITICS,https://www.theonion.com/bush-vows-to-wipe-out-prescription-drug-addiction-among-1819566127
Surgeon General: Americans Have Gigantic Fat Asses,NEWS,https://www.theonion.com/surgeon-general-americans-have-gigantic-fat-asses-1819566074
Hidden Valley Ranch Bombed By Balsamic Extremists,NEWS IN BRIEF,https://www.theonion.com/hidden-valley-ranch-bombed-by-balsamic-extremists-1819566053
Health-Food-Store Worker Dies Of Vitamin Lung,NEWS IN BRIEF,https://www.theonion.com/health-food-store-worker-dies-of-vitamin-lung-1819566033
North Dakota Drinks Itself To Sleep Again,NEWS IN BRIEF,https://www.theonion.com/north-dakota-drinks-itself-to-sleep-again-1819566044
Grimacing Congressman Quickly Drafts Legislation For Charley-Horse Research,NEWS IN BRIEF,https://www.theonion.com/grimacing-congressman-quickly-drafts-legislation-for-ch-1819566012
Woman's Day Writer Recounts Own Harrowing Battle With Caffeine Addiction,NEWS,https://www.theonion.com/womans-day-writer-recounts-own-harrowing-battle-with-ca-1819565997
Jerry Lewis Undergoes Emergency Gefloigel Surgery,ENTERTAINMENT,https://www.theonion.com/jerry-lewis-undergoes-emergency-gefloigel-surgery-1819565911
Receptionist At Chiropractor's Office Considering Pursuing Chiropractic Degree,NEWS,https://www.theonion.com/receptionist-at-chiropractors-office-considering-pursui-1819565912
Shingles Sufferer Sick Of Explaining What Shingles Is,LOCAL,https://www.theonion.com/shingles-sufferer-sick-of-explaining-what-shingles-is-1819565846
Howard Stern Organizes Women's Health Symposium,NEWS,https://www.theonion.com/howard-stern-organizes-womens-health-symposium-1819565773
Man With Hodgkin's Disease Way Over Sick-Day Limit,NEWS,https://www.theonion.com/man-with-hodgkins-disease-way-over-sick-day-limit-1819565807
First-Aid Tips,INFOGRAPHIC,https://www.theonion.com/first-aid-tips-1819565793
All-Beef Patty 70 Percent Beef,NEWS IN PHOTOS,https://www.theonion.com/all-beef-patty-70-percent-beef-1819586879
More U.S. Children Being Diagnosed With Youthful Tendency Disorder,NEWS,https://www.theonion.com/more-u-s-children-being-diagnosed-with-youthful-tenden-1819565754
Rare Disease Nabs Big-Time Celebrity Spokesman,NEWS,https://www.theonion.com/rare-disease-nabs-big-time-celebrity-spokesman-1819565760
Jeeves Asked About Genital Warts,NEWS IN PHOTOS,https://www.theonion.com/jeeves-asked-about-genital-warts-1819586865
Area Man's Recommended Daily Caloric Intake Exceeded By 9 A.M.,NEWS IN BRIEF,https://www.theonion.com/area-mans-recommended-daily-caloric-intake-exceeded-by-1819565728
"Long Story Short, They Had To Cut Off Area Guy's Arm",LOCAL,https://www.theonion.com/long-story-short-they-had-to-cut-off-area-guys-arm-1819565716
Hershey's Ordered To Pay Obese Americans $135 Billion,NEWS,https://www.theonion.com/hersheys-ordered-to-pay-obese-americans-135-billion-1819565678
"Clinton To Get Teeth Cleaning, Glasses Before Coverage Runs Out",POLITICS,https://www.theonion.com/clinton-to-get-teeth-cleaning-glasses-before-coverage-1819565672
Small Town's 'Cryptosporidium Daze' Fails To Attract Visitors,LOCAL,https://www.theonion.com/small-towns-cryptosporidium-daze-fails-to-attract-visit-1819565675
Malignant Tumor Sees Every Day As Gift From God,LOCAL,https://www.theonion.com/malignant-tumor-sees-every-day-as-gift-from-god-1819565636
"Acne Medication May Cause Dizziness, Nausea, Loss Of Hearing, Insomnia, Blood Clotting, Difficulty Breathing",NEWS IN BRIEF,https://www.theonion.com/acne-medication-may-cause-dizziness-nausea-loss-of-he-1819565658
Slightly Upset Woman Declared Insane,LOCAL,https://www.theonion.com/slightly-upset-woman-declared-insane-1819565611
Internet Opens Up Whole New World Of Illness For Local Hypochondriac,LOCAL,https://www.theonion.com/internet-opens-up-whole-new-world-of-illness-for-local-1819565575
Mountain Dew Users May Go On To Use Harder Beverages,NEWS,https://www.theonion.com/mountain-dew-users-may-go-on-to-use-harder-beverages-1819565574
Suicide Attempts A Desperate Cry For Death,LOCAL,https://www.theonion.com/suicide-attempts-a-desperate-cry-for-death-1819565519
Use Of Organic Peanut Butter Adds Two Minutes To Local Man's Life,LOCAL,https://www.theonion.com/use-of-organic-peanut-butter-adds-two-minutes-to-local-1819565476
Clinton's Sight Restored,POLITICS,https://www.theonion.com/clintons-sight-restored-1819565477
Dental Hygienist Angered By Lack Of Flossing,LOCAL,https://www.theonion.com/dental-hygienist-angered-by-lack-of-flossing-1819565478
"Grandma Still Swallowing Okay, Grandpa Reports",LOCAL,https://www.theonion.com/grandma-still-swallowing-okay-grandpa-reports-1819565473
Women: Why Don't They Lose Some Weight?,NEWS IN PHOTOS,https://www.theonion.com/women-why-dont-they-lose-some-weight-1819586763
"Mother, Daughter Exchange Encoded Menstruation-Related Message Over Dinner Table",LOCAL,https://www.theonion.com/mother-daughter-exchange-encoded-menstruation-related-1819565448
Beautiful Nurse Gives Teen Enema,NEWS IN BRIEF,https://www.theonion.com/beautiful-nurse-gives-teen-enema-1819565431
Area Man Finally In Enough Pain To Go To Doctor,LOCAL,https://www.theonion.com/area-man-finally-in-enough-pain-to-go-to-doctor-1819565427
U.S. Bedwetters Decide Against Nationwide Awareness-Raising Campaign,POLITICS,https://www.theonion.com/u-s-bedwetters-decide-against-nationwide-awareness-rai-1819565389
Third World Disease Eliminated With Hot-Air Hand Dryers,NEWS IN BRIEF,https://www.theonion.com/third-world-disease-eliminated-with-hot-air-hand-dryers-1819565375
Report: TV Helps Build Valuable Looking Skills,NEWS,https://www.theonion.com/report-tv-helps-build-valuable-looking-skills-1819565361
"Sole Remaining Lung Filled With Rich, Satisfying Flavor",LOCAL,https://www.theonion.com/sole-remaining-lung-filled-with-rich-satisfying-flavor-1819565360
Doctors Say Pope Will Be Infallible For Another Year At Most,NEWS IN BRIEF,https://www.theonion.com/doctors-say-pope-will-be-infallible-for-another-year-at-1819565328
U.S. Out Of My Uterus vs. We Must Deploy Troops To Jessica Linden's Uterus Immediately,POINT/COUNTERPOINT,https://www.theonion.com/u-s-out-of-my-uterus-vs-we-must-deploy-troops-to-jess-1819594277
Breast Implants For Teens,AMERICAN VOICES,https://www.theonion.com/breast-implants-for-teens-1819558915
Scientists Discover Gene Responsible For Eating Whole Goddamn Bag Of Chips,NEWS,https://www.theonion.com/scientists-discover-gene-responsible-for-eating-whole-g-1819565291
Natural Light Very Important To Local Man,NEWS IN BRIEF,https://www.theonion.com/natural-light-very-important-to-local-man-1819565284
Traumatized Child Comforted By Television,LOCAL,https://www.theonion.com/traumatized-child-comforted-by-television-1819565280
Local Mother Clips Article About Benefits Of Vitamin E,LOCAL,https://www.theonion.com/local-mother-clips-article-about-benefits-of-vitamin-e-1819565272
Doctors Give Area Man Six Months To Pay,LOCAL,https://www.theonion.com/doctors-give-area-man-six-months-to-pay-1819565250
"Dog Urine Lowers Heart-Attack Risk, Say Snickering Researchers",NEWS,https://www.theonion.com/dog-urine-lowers-heart-attack-risk-say-snickering-rese-1819565236
Beautiful Birth Marred By Hideous Afterbirth,NEWS IN PHOTOS,https://www.theonion.com/beautiful-birth-marred-by-hideous-afterbirth-1819586683
Millions and Millions Dead,NEWS,https://www.theonion.com/millions-and-millions-dead-1819565193
Local Man Puts Rehab Behind Him,LOCAL,https://www.theonion.com/local-man-puts-rehab-behind-him-1819565173
Roof Of Mouth In Serious Condition Following Cap'n Crunch Consumption,NEWS IN BRIEF,https://www.theonion.com/roof-of-mouth-in-serious-condition-following-capn-crunc-1819565160
Report: U.S. Children Lead World In Hand-Mouth Coordination,NEWS IN BRIEF,https://www.theonion.com/report-u-s-children-lead-world-in-hand-mouth-coordina-1819565156
Eggs Good For You This Week,NEWS IN BRIEF,https://www.theonion.com/eggs-good-for-you-this-week-1819565159
Listener Consumed By Spittle On Corner Of Mouth,LOCAL,https://www.theonion.com/listener-consumed-by-spittle-on-corner-of-mouth-1819565121
Cast Of 60 Minutes Suffers Collective Stroke,ENTERTAINMENT,https://www.theonion.com/cast-of-60-minutes-suffers-collective-stroke-1819586620
Glandular Problem Forces Man To Eat Fifth Helping,LOCAL,https://www.theonion.com/glandular-problem-forces-man-to-eat-fifth-helping-1819565105
National Pork Council: Many Americans Suffer From Pork Deficiency,NEWS IN BRIEF,https://www.theonion.com/national-pork-council-many-americans-suffer-from-pork-1819565090
New Study Finds College Binge Drinking To Be A Blast,NEWS,https://www.theonion.com/new-study-finds-college-binge-drinking-to-be-a-blast-1819565095
Ham Glazed To Dangerously Delicious Levels,NEWS IN BRIEF,https://www.theonion.com/ham-glazed-to-dangerously-delicious-levels-1819565083
Area 5-Year-Old Has Tummy Cancer,LOCAL,https://www.theonion.com/area-5-year-old-has-tummy-cancer-1819565086
Unemployed Businessman Has Time For Headache,LOCAL,https://www.theonion.com/unemployed-businessman-has-time-for-headache-1819565075
Area Man Not Exactly Sure Why Doctor Needed Him Undressed For That,LOCAL,https://www.theonion.com/area-man-not-exactly-sure-why-doctor-needed-him-undress-1819565064
Revlon Forced To Test Cosmetics On Plants,NEWS,https://www.theonion.com/revlon-forced-to-test-cosmetics-on-plants-1819565070
Breakthrough Drug Eliminates Crying In Infants,NEWS IN BRIEF,https://www.theonion.com/breakthrough-drug-eliminates-crying-in-infants-1819565063
Doctors No Closer To Cure For Old-Person Smell,NEWS IN BRIEF,https://www.theonion.com/doctors-no-closer-to-cure-for-old-person-smell-1819565053
Loved Ones Recall Local Man's Cowardly Battle With Cancer,NEWS,https://www.theonion.com/loved-ones-recall-local-mans-cowardly-battle-with-cance-1819565052
Christopher Cross Finally Reaches Mexican Border,ENTERTAINMENT,https://www.theonion.com/christopher-cross-finally-reaches-mexican-border-1819565056
Study: Sniffing Glue Proven Effective In Treatment Of Adolescent Boredom,NEWS,https://www.theonion.com/study-sniffing-glue-proven-effective-in-treatment-of-a-1819565024
Area Man May Never Find Out If Condom In Wallet Is Still Good,LOCAL,https://www.theonion.com/area-man-may-never-find-out-if-condom-in-wallet-is-stil-1819565015
New High-Viscosity Mayonnaise To Aid In American Swallowing,NEWS,https://www.theonion.com/new-high-viscosity-mayonnaise-to-aid-in-american-swallo-1819564964
Study: U.S. Pets' Healthcare Better Than Rwandan Humans',NEWS,https://www.theonion.com/study-u-s-pets-healthcare-better-than-rwandan-humans-1819564935
Doctors Find New Way To Prolong Meaningless Existence,NEWS,https://www.theonion.com/doctors-find-new-way-to-prolong-meaningless-existence-1819564846
Report: Americans Receive Majority Of Vitamins Through Hair,NEWS,https://www.theonion.com/report-americans-receive-majority-of-vitamins-through-1819564827
"Lilith Fair Performers, Attendees Achieve Largest-Ever Synchronized Ovulation",NEWS,https://www.theonion.com/lilith-fair-performers-attendees-achieve-largest-ever-1819564825
Man Receives First-Ever Mouse-Heart Transplant,NEWS,https://www.theonion.com/man-receives-first-ever-mouse-heart-transplant-1819564835
Need For Coffee Overrides Scalding Sensation,LOCAL,https://www.theonion.com/need-for-coffee-overrides-scalding-sensation-1819564829
Freak Accident Paralyzes Man From Waist Up,SPORTS,https://www.theonion.com/freak-accident-paralyzes-man-from-waist-up-1819564814
Charles Durning Hocks Up Four-Pound Chunk Of Phlegm,ENTERTAINMENT,https://www.theonion.com/charles-durning-hocks-up-four-pound-chunk-of-phlegm-1819586494
Allstate Charged With Operating Protection Racket,NEWS IN PHOTOS,https://www.theonion.com/allstate-charged-with-operating-protection-racket-1819586493
Depression Sufferer Insufferable,NEWS,https://www.theonion.com/depression-sufferer-insufferable-1819564795
New Smokable Nicotine Sticks: Can They Help Smokers Quit?,NEWS,https://www.theonion.com/new-smokable-nicotine-sticks-can-they-help-smokers-qui-1819564753
Report: Aspirin Taken Daily With Bottle Of Bourbon Reduces Awareness Of Heart Attacks,NEWS,https://www.theonion.com/report-aspirin-taken-daily-with-bottle-of-bourbon-redu-1819564746
Networks Urge Scientists To Release Latest Breast-Cancer Findings During Sweeps Week,ENTERTAINMENT,https://www.theonion.com/networks-urge-scientists-to-release-latest-breast-cance-1819564696
Hippocratic Oath 'Under Review' By HMO Board,NEWS,https://www.theonion.com/hippocratic-oath-under-review-by-hmo-board-1819564661
New Children's Hospital Filled To Capacity,NEWS,https://www.theonion.com/new-childrens-hospital-filled-to-capacity-1819564654
Sudden Infant Death Syndrome Linked To Bad Parents Who Could Have Done Something,NEWS,https://www.theonion.com/sudden-infant-death-syndrome-linked-to-bad-parents-who-1819564639
Smoking Now Permitted Only In Special Room In Iowa,POLITICS,https://www.theonion.com/smoking-now-permitted-only-in-special-room-in-iowa-1819564632
"Channel 6's Suzy Pratt Has Today's Forecast, Debilitating Bouts Of Depression",ENTERTAINMENT,https://www.theonion.com/channel-6s-suzy-pratt-has-todays-forecast-debilitating-1819564630
Absent-Minded Professor Says Cure For Cancer 'Around Here Somewhere',NEWS,https://www.theonion.com/absent-minded-professor-says-cure-for-cancer-around-her-1819564562
Doctors Closing In On 'Second Head-Bonk' Amnesia Cure,NEWS,https://www.theonion.com/doctors-closing-in-on-second-head-bonk-amnesia-cure-1819564539
Scientists Isolate Pepsi-Resistant Gene,NEWS,https://www.theonion.com/scientists-isolate-pepsi-resistant-gene-1819564504
Drug Use Down Among Uncool Kids,NEWS,https://www.theonion.com/drug-use-down-among-uncool-kids-1819564478
DMV Reconsidering 'One For The Road' Driver Relaxation Campaign,NEWS,https://www.theonion.com/dmv-reconsidering-one-for-the-road-driver-relaxation-ca-1819564456
Doctors Say Reagan's Dementia Increasingly Hilarious,POLITICS,https://www.theonion.com/doctors-say-reagans-dementia-increasingly-hilarious-1819564442
DEA Chief: Winners Occasionally Use Drugs,NEWS,https://www.theonion.com/dea-chief-winners-occasionally-use-drugs-1819564423
"Lack Of Pre-Teen Cosmetic Surgery May Pose 'Serious Self-Esteem Risk,' Say Beverly Hills Doctors",NEWS,https://www.theonion.com/lack-of-pre-teen-cosmetic-surgery-may-pose-serious-self-1819564415
Incorrect Pain-Reliever Brand Choice Results In Missed Job Promotion,NEWS,https://www.theonion.com/incorrect-pain-reliever-brand-choice-results-in-missed-1819564378
"AIDS Awareness Campaign Spreads Awareness, AIDS",NEWS,https://www.theonion.com/aids-awareness-campaign-spreads-awareness-aids-1819564374
'Vehicular Manslaughter Doctor' Assists In 23rd Doctor-Assisted Vehicular Manslaughter,NEWS,https://www.theonion.com/vehicular-manslaughter-doctor-assists-in-23rd-doctor-as-1819564352
Tobacco Companies Ordered To Pay Reparations Of $800 Billion In Camel Cash,NEWS,https://www.theonion.com/tobacco-companies-ordered-to-pay-reparations-of-800-bi-1819564350
CIA Unveils New Ghetto Drugs For '98,POLITICS,https://www.theonion.com/cia-unveils-new-ghetto-drugs-for-98-1819564359
Alzheimer's Sufferers Demand Cure For Pancakes,NEWS,https://www.theonion.com/alzheimers-sufferers-demand-cure-for-pancakes-1819564346
Chrysler Halts Production Of Neckbelts,NEWS,https://www.theonion.com/chrysler-halts-production-of-neckbelts-1819564298
Pharmaceutical Company Says Its New Anti-Depressant Is 'Worthless And Dumb',NEWS,https://www.theonion.com/pharmaceutical-company-says-its-new-anti-depressant-is-1819564246
"'I May Be Hazardous To Your Health,' Warns Homicidal Surgeon General",POLITICS,https://www.theonion.com/i-may-be-hazardous-to-your-health-warns-homicidal-surg-1819564269
Nobel Prize Committee Adds 'Most Ripped Abs' Category,SPORTS,https://www.theonion.com/nobel-prize-committee-adds-most-ripped-abs-category-1819564270
Taco Bell Launches New 'Morning After' Burrito,NEWS,https://www.theonion.com/taco-bell-launches-new-morning-after-burrito-1819564251
Study: Depression Hits Losers Hardest,NEWS,https://www.theonion.com/study-depression-hits-losers-hardest-1819564231
Pain To Reach New Levels,NEWS,https://www.theonion.com/pain-to-reach-new-levels-1819564149
Secondhand Smoke Linked To Secondhand Coolness,NEWS,https://www.theonion.com/secondhand-smoke-linked-to-secondhand-coolness-1819564071
Radioactive Yeast Infection Transforms Local Woman into Superpowered Crimefighter,NEWS,https://www.theonion.com/radioactive-yeast-infection-transforms-local-woman-into-1819563955
United Nations Pledges $1.2 Billion In Indigestion Relief For U.S.,NEWS,https://www.theonion.com/united-nations-pledges-1-2-billion-in-indigestion-reli-1819563959
HMO Targets Blacks with 'Rapping Good' Health Campaign,NEWS IN BRIEF,https://www.theonion.com/hmo-targets-blacks-with-rapping-good-health-campaign-1819563941
Uptight Matron Enjoys Handful of Pills,LOCAL,https://www.theonion.com/uptight-matron-enjoys-handful-of-pills-1819563888
Cholera Outbreak Makes Americans Glad They Don’t Live in Africa,NEWS IN BRIEF,https://www.theonion.com/cholera-outbreak-makes-americans-glad-they-don-t-live-i-1819563867
American Cancer Society Unveils 1.2 Megaton Anti-Cancer Missile,NEWS,https://www.theonion.com/american-cancer-society-unveils-1-2-megaton-anti-cancer-1819563876
